,airline,dep_time,from,time_taken,stop,arr_time,to,price,class
301,Vistara,20:35,Hyderabad,11h 20m,1-stop,07:55,Mumbai,"12,747",0.0
302,Air India,21:30,Mumbai,11h 25m,1-stop,08:55,Bangalore,"6,082",0.0
303,Vistara,11:30,Bangalore,11h 20m,1-stop,22:50,Mumbai,"6,568",0.0
304,Vistara,15:20,Kolkata,16h 35m,1-stop,07:55,Mumbai,"6,067",0.0
305,Vistara,20:35,Delhi,20h 15m,2+-stop,16:50,Kolkata,"9,349",0.0
306,Indigo,19:55,Kolkata,09h 55m,1-stop,05:50,Mumbai,"7,959",0.0
307,GO FIRST,04:55,Kolkata,02h 50m,non-stop,07:45,Mumbai,"4,499",0.0
308,GO FIRST,14:05,Chennai,13h 50m,1-stop,03:55,Bangalore,"4,445",0.0
309,Air India,11:00,Delhi,23h 55m,2+-stop,10:55,Chennai,"6,800",0.0
311,Vistara,08:50,Delhi,08h 00m,1-stop,16:50,Kolkata,"13,830",0.0
312,Vistara,19:40,Bangalore,13h 45m,1-stop,09:25,Hyderabad,"6,133",0.0
313,Air India,19:00,Mumbai,02h 15m,non-stop,21:15,Delhi,"5,943",0.0
314,Indigo,17:45,Hyderabad,01h 30m,non-stop,19:15,Mumbai,"3,096",0.0
315,Air India,18:00,Mumbai,25h 10m,1-stop,19:10,Kolkata,"4,556",0.0
316,Air India,20:45,Kolkata,16h 05m,1-stop,12:50,Mumbai,"15,312",0.0
317,Indigo,08:05,Kolkata,09h 00m,1-stop,17:05,Hyderabad,"11,792",0.0
318,Vistara,09:45,Chennai,13h 15m,1-stop,23:00,Delhi,"4,971",0.0
319,Air India,19:10,Bangalore,15h 35m,1-stop,10:45,Delhi,"4,294",0.0
320,Air India,07:05,Mumbai,15h 10m,1-stop,22:15,Bangalore,"11,469",0.0
321,Vistara,17:35,Mumbai,26h 40m,1-stop,20:15,Chennai,"5,033",0.0
322,Indigo,09:55,Chennai,08h 15m,1-stop,18:10,Delhi,"3,361",0.0
323,Vistara,10:15,Kolkata,09h 00m,2+-stop,19:15,Bangalore,"7,763",0.0
324,Indigo,04:35,Mumbai,05h 30m,1-stop,10:05,Bangalore,"5,560",0.0
325,Vistara,10:20,Hyderabad,06h 10m,1-stop,16:30,Mumbai,"11,319",0.0
326,Air India,06:00,Hyderabad,06h 25m,1-stop,12:25,Mumbai,"5,409",0.0
327,Indigo,10:55,Bangalore,08h 50m,1-stop,19:45,Mumbai,"8,375",0.0
328,Vistara,19:45,Mumbai,20h 35m,1-stop,16:20,Chennai,"4,348",0.0
329,Indigo,09:05,Chennai,08h 20m,1-stop,17:25,Kolkata,"4,079",0.0
330,GO FIRST,05:15,Hyderabad,04h 55m,1-stop,10:10,Delhi,"5,720",0.0
331,Air India,14:30,Delhi,28h 00m,1-stop,18:30,Bangalore,"4,230",0.0
332,Indigo,09:40,Bangalore,08h 10m,1-stop,17:50,Mumbai,"8,832",0.0
333,Vistara,07:00,Mumbai,07h 10m,1-stop,14:10,Delhi,"6,122",0.0
334,Air India,16:15,Delhi,26h 00m,1-stop,18:15,Mumbai,"3,855",0.0
335,GO FIRST,06:00,Mumbai,15h 45m,1-stop,21:45,Kolkata,"7,412",0.0
337,Vistara,10:25,Kolkata,11h 10m,1-stop,21:35,Delhi,"19,201",0.0
338,Indigo,06:45,Delhi,06h 35m,1-stop,13:20,Bangalore,"3,253",0.0
339,Indigo,11:30,Mumbai,04h 15m,1-stop,15:45,Hyderabad,"7,357",0.0
341,Air India,05:55,Delhi,17h 30m,1-stop,23:25,Mumbai,"7,783",0.0
342,GO FIRST,17:30,Kolkata,08h 30m,1-stop,02:00,Delhi,"6,324",0.0
343,Vistara,10:25,Kolkata,12h 00m,1-stop,22:25,Delhi,"10,243",0.0
344,Vistara,12:50,Delhi,07h 05m,1-stop,19:55,Chennai,"4,979",0.0
345,Vistara,11:30,Bangalore,22h 05m,2+-stop,09:35,Kolkata,"9,017",0.0
346,Air India,07:00,Kolkata,16h 35m,1-stop,23:35,Chennai,"5,390",0.0
347,Air India,06:05,Delhi,27h 50m,1-stop,09:55,Hyderabad,"4,286",0.0
348,Vistara,18:30,Mumbai,25h 25m,1-stop,19:55,Hyderabad,"4,674",0.0
349,Indigo,06:10,Bangalore,03h 55m,1-stop,10:05,Mumbai,"3,153",0.0
350,Air India,07:00,Kolkata,25h 55m,1-stop,08:55,Bangalore,"13,524",0.0
351,Indigo,21:35,Hyderabad,08h 35m,1-stop,06:10,Kolkata,"5,293",0.0
352,Air India,19:10,Bangalore,01h 55m,non-stop,21:05,Mumbai,"2,208",0.0
353,Vistara,21:35,Hyderabad,23h 20m,1-stop,20:55,Bangalore,"5,441",0.0
354,Vistara,17:10,Chennai,06h 10m,1-stop,23:20,Bangalore,"7,169",0.0
355,Air India,06:50,Delhi,10h 15m,1-stop,17:05,Chennai,"6,414",0.0
356,GO FIRST,17:45,Mumbai,05h 30m,1-stop,23:15,Delhi,"6,194",0.0
357,Vistara,07:55,Bangalore,10h 10m,2+-stop,18:05,Kolkata,"15,625",0.0
358,Vistara,11:10,Delhi,04h 50m,1-stop,16:00,Bangalore,"7,242",0.0
359,Vistara,20:35,Hyderabad,14h 15m,1-stop,10:50,Bangalore,"6,461",0.0
360,Air India,08:25,Hyderabad,26h 30m,1-stop,10:55,Chennai,"3,813",0.0
361,Indigo,07:15,Kolkata,09h 40m,2+-stop,16:55,Chennai,"4,170",0.0
362,Vistara,10:15,Kolkata,22h 35m,2+-stop,08:50,Chennai,"14,648",0.0
363,Indigo,12:45,Mumbai,06h 05m,1-stop,18:50,Chennai,"4,069",0.0
364,Vistara,07:10,Kolkata,09h 10m,1-stop,16:20,Chennai,"13,728",0.0
365,Indigo,11:50,Chennai,07h 25m,1-stop,19:15,Mumbai,"17,485",0.0
366,GO FIRST,14:00,Bangalore,06h 20m,1-stop,20:20,Mumbai,"5,177",0.0
367,Vistara,21:35,Hyderabad,22h 20m,1-stop,19:55,Kolkata,"7,767",0.0
368,Indigo,07:25,Delhi,02h 55m,non-stop,10:20,Chennai,"2,343",0.0
369,Vistara,07:10,Kolkata,13h 05m,1-stop,20:15,Chennai,"6,009",0.0
370,GO FIRST,14:20,Delhi,05h 20m,1-stop,19:40,Bangalore,"4,020",0.0
371,Air India,06:00,Hyderabad,14h 50m,1-stop,20:50,Bangalore,"19,090",0.0
372,Indigo,14:15,Chennai,07h 40m,1-stop,21:55,Kolkata,"5,042",0.0
373,Air India,23:15,Kolkata,21h 00m,1-stop,20:15,Hyderabad,"5,385",0.0
374,GO FIRST,06:00,Kolkata,13h 05m,1-stop,19:05,Mumbai,"7,958",0.0
375,Indigo,15:10,Delhi,02h 10m,non-stop,17:20,Kolkata,"3,999",0.0
376,Vistara,13:25,Hyderabad,08h 35m,1-stop,22:00,Mumbai,"4,266",0.0
377,Indigo,13:00,Delhi,07h 20m,1-stop,20:20,Chennai,"3,389",0.0
378,Indigo,10:05,Chennai,07h 55m,1-stop,18:00,Hyderabad,"5,352",0.0
379,Air India,20:45,Hyderabad,11h 35m,1-stop,08:20,Kolkata,"5,029",0.0
380,Indigo,10:30,Mumbai,05h 10m,1-stop,15:40,Bangalore,"7,387",0.0
381,Air India,09:55,Chennai,23h 10m,1-stop,09:05,Mumbai,"4,357",0.0
382,Vistara,19:55,Bangalore,20h 55m,2+-stop,16:50,Kolkata,"8,913",0.0
383,Air India,04:55,Delhi,27h 55m,2+-stop,08:50,Kolkata,"9,523",0.0
384,Vistara,12:10,Mumbai,04h 10m,1-stop,16:20,Delhi,"5,896",0.0
385,Air India,16:30,Delhi,25h 05m,1-stop,17:35,Hyderabad,"5,989",0.0
386,Vistara,14:45,Delhi,08h 15m,1-stop,23:00,Mumbai,"9,840",0.0
387,Vistara,14:40,Mumbai,19h 15m,1-stop,09:55,Chennai,"4,313",0.0
388,Vistara,18:45,Kolkata,15h 10m,1-stop,09:55,Chennai,"5,975",0.0
389,Indigo,19:15,Bangalore,02h 55m,non-stop,22:10,Delhi,"4,500",0.0
390,Vistara,20:35,Kolkata,02h 55m,non-stop,23:30,Mumbai,"4,499",0.0
391,Vistara,10:20,Hyderabad,10h 05m,2+-stop,20:25,Bangalore,"7,091",0.0
392,Vistara,21:40,Bangalore,23h 15m,1-stop,20:55,Hyderabad,"5,322",0.0
393,GO FIRST,22:20,Hyderabad,14h 30m,1-stop,12:50,Mumbai,"4,165",0.0
394,Vistara,10:45,Chennai,02h 45m,non-stop,13:30,Delhi,"2,327",0.0
395,Vistara,08:30,Hyderabad,14h 20m,1-stop,22:50,Bangalore,"5,441",0.0
396,Vistara,14:45,Delhi,19h 15m,1-stop,10:00,Mumbai,"5,227",0.0
397,Indigo,16:20,Bangalore,07h 05m,1-stop,23:25,Mumbai,"12,029",0.0
398,Vistara,07:00,Chennai,13h 55m,1-stop,20:55,Hyderabad,"13,169",0.0
399,Vistara,19:00,Delhi,12h 50m,1-stop,07:50,Bangalore,"4,896",0.0
400,Air India,16:15,Hyderabad,07h 20m,1-stop,23:35,Chennai,"4,229",0.0
401,Vistara,09:45,Chennai,30h 45m,1-stop,16:30,Delhi,"7,639",0.0
402,Vistara,14:20,Delhi,05h 35m,1-stop,19:55,Chennai,"4,979",0.0
403,Air India,20:15,Mumbai,14h 30m,1-stop,10:45,Bangalore,"3,623",0.0
404,GO FIRST,10:35,Hyderabad,01h 55m,non-stop,12:30,Kolkata,"2,393",0.0
405,Vistara,21:10,Bangalore,12h 25m,1-stop,09:35,Kolkata,"8,112",0.0
406,Indigo,11:35,Chennai,08h 05m,1-stop,19:40,Kolkata,"5,499",0.0
407,Indigo,09:20,Bangalore,09h 55m,1-stop,19:15,Kolkata,"6,548",0.0
408,Air India,13:15,Hyderabad,19h 35m,2+-stop,08:50,Kolkata,"24,508",0.0
409,Vistara,07:10,Kolkata,09h 10m,1-stop,16:20,Chennai,"6,009",0.0
410,Vistara,09:30,Bangalore,22h 20m,1-stop,07:50,Hyderabad,"8,260",0.0
411,GO FIRST,10:00,Bangalore,13h 35m,1-stop,23:35,Kolkata,"5,177",0.0
412,Vistara,20:25,Kolkata,13h 15m,1-stop,09:40,Hyderabad,"10,604",0.0
413,Vistara,21:35,Hyderabad,12h 05m,1-stop,09:40,Delhi,"6,292",0.0
414,Air India,11:35,Kolkata,05h 50m,1-stop,17:25,Mumbai,"9,639",0.0
415,Air India,11:20,Chennai,06h 40m,1-stop,18:00,Delhi,"5,188",0.0
416,Air India,13:30,Kolkata,22h 25m,1-stop,11:55,Hyderabad,"4,724",0.0
417,Vistara,12:30,Chennai,20h 35m,1-stop,09:05,Hyderabad,"12,990",0.0
418,Vistara,10:25,Kolkata,06h 30m,1-stop,16:55,Delhi,"6,461",0.0
419,Vistara,09:30,Delhi,09h 45m,1-stop,19:15,Bangalore,"4,496",0.0
420,Air India,05:30,Hyderabad,27h 20m,1-stop,08:50,Kolkata,"5,100",0.0
421,GO FIRST,05:20,Mumbai,04h 40m,1-stop,10:00,Bangalore,"4,618",0.0
422,Air India,21:25,Delhi,02h 10m,non-stop,23:35,Hyderabad,"2,518",0.0
423,Vistara,21:10,Bangalore,14h 25m,1-stop,11:35,Mumbai,"6,568",0.0
424,Indigo,19:35,Hyderabad,07h 20m,1-stop,02:55,Mumbai,"7,393",0.0
425,Air India,21:00,Bangalore,14h 15m,1-stop,11:15,Mumbai,"6,578",0.0
426,Vistara,20:25,Kolkata,20h 35m,1-stop,17:00,Bangalore,"8,111",0.0
427,Vistara,09:45,Chennai,10h 55m,1-stop,20:40,Delhi,"4,971",0.0
428,Vistara,09:45,Chennai,10h 00m,1-stop,19:45,Delhi,"5,606",0.0
429,Indigo,14:20,Mumbai,09h 25m,1-stop,23:45,Chennai,"8,201",0.0
430,Indigo,10:05,Kolkata,02h 25m,non-stop,12:30,Delhi,"7,434",0.0
431,Vistara,09:45,Chennai,14h 25m,1-stop,00:10,Delhi,"4,971",0.0
432,Vistara,21:05,Chennai,15h 30m,1-stop,12:35,Mumbai,"4,637",0.0
433,Indigo,06:50,Kolkata,02h 05m,non-stop,08:55,Hyderabad,"2,603",0.0
435,Indigo,08:40,Bangalore,02h 40m,non-stop,11:20,Kolkata,"3,912",0.0
436,Vistara,13:25,Hyderabad,09h 20m,1-stop,22:45,Chennai,"4,359",0.0
437,Vistara,21:55,Mumbai,12h 00m,1-stop,09:55,Chennai,"4,313",0.0
438,Vistara,11:40,Delhi,09h 15m,1-stop,20:55,Hyderabad,"5,772",0.0
439,Vistara,20:25,Kolkata,15h 10m,1-stop,11:35,Mumbai,"6,067",0.0
440,Air India,20:20,Chennai,12h 40m,1-stop,09:00,Kolkata,"4,784",0.0
441,Indigo,16:10,Kolkata,07h 35m,1-stop,23:45,Chennai,"8,930",0.0
442,Vistara,10:15,Kolkata,24h 45m,1-stop,11:00,Mumbai,"13,910",0.0
443,Air India,18:15,Kolkata,14h 20m,1-stop,08:35,Mumbai,"9,711",0.0
444,Indigo,09:30,Hyderabad,07h 15m,1-stop,16:45,Kolkata,"7,236",0.0
445,Vistara,11:30,Bangalore,10h 05m,1-stop,21:35,Mumbai,"6,624",0.0
446,Air India,15:15,Bangalore,16h 05m,1-stop,07:20,Chennai,"6,271",0.0
447,Indigo,11:05,Chennai,07h 40m,1-stop,18:45,Delhi,"3,361",0.0
448,Indigo,12:55,Delhi,02h 20m,non-stop,15:15,Hyderabad,"2,098",0.0
449,Indigo,13:55,Kolkata,06h 00m,1-stop,19:55,Delhi,"6,489",0.0
450,Indigo,19:55,Mumbai,04h 30m,1-stop,00:25,Chennai,"1,890",0.0
451,Indigo,17:10,Mumbai,01h 45m,non-stop,18:55,Bangalore,"14,238",0.0
452,Vistara,10:25,Kolkata,07h 20m,1-stop,17:45,Bangalore,"6,195",0.0
453,Air India,08:00,Mumbai,11h 00m,1-stop,19:00,Chennai,"5,152",0.0
454,GO FIRST,13:30,Delhi,02h 05m,non-stop,15:35,Mumbai,"2,410",0.0
455,Vistara,07:40,Hyderabad,14h 10m,1-stop,21:50,Mumbai,"9,178",0.0
456,Vistara,21:10,Bangalore,14h 00m,1-stop,11:10,Mumbai,"6,568",0.0
457,GO FIRST,06:15,Kolkata,12h 40m,1-stop,18:55,Delhi,"6,294",0.0
458,Air India,06:30,Hyderabad,12h 30m,1-stop,19:00,Chennai,"4,229",0.0
459,Air India,20:45,Hyderabad,23h 50m,1-stop,20:35,Delhi,"6,128",0.0
460,Vistara,20:25,Kolkata,13h 15m,1-stop,09:40,Hyderabad,"5,632",0.0
461,Vistara,09:30,Bangalore,08h 35m,1-stop,18:05,Kolkata,"7,721",0.0
462,GO FIRST,08:30,Mumbai,08h 00m,1-stop,16:30,Delhi,"5,569",0.0
463,GO FIRST,06:30,Hyderabad,10h 45m,1-stop,17:15,Mumbai,"4,452",0.0
464,Indigo,18:15,Chennai,02h 45m,non-stop,21:00,Delhi,"3,191",0.0
465,Indigo,06:10,Kolkata,07h 40m,1-stop,13:50,Bangalore,"4,708",0.0
466,Air India,16:15,Hyderabad,20h 35m,1-stop,12:50,Mumbai,"5,594",0.0
467,Air India,17:20,Delhi,26h 55m,1-stop,20:15,Hyderabad,"5,950",0.0
468,Vistara,07:00,Bangalore,02h 40m,non-stop,09:40,Delhi,"4,502",0.0
469,Indigo,08:30,Mumbai,07h 20m,1-stop,15:50,Kolkata,"4,519",0.0
470,Air India,08:00,Mumbai,36h 50m,1-stop,20:50,Hyderabad,"10,777",0.0
471,Vistara,10:15,Kolkata,06h 45m,2+-stop,17:00,Bangalore,"8,636",0.0
472,GO FIRST,18:50,Delhi,02h 20m,non-stop,21:10,Mumbai,"2,410",0.0
473,Air India,20:20,Chennai,26h 00m,1-stop,22:20,Kolkata,"4,363",0.0
474,Air India,09:55,Chennai,11h 40m,1-stop,21:35,Mumbai,"4,357",0.0
475,Vistara,18:30,Hyderabad,15h 45m,1-stop,10:15,Mumbai,"9,178",0.0
476,Vistara,09:45,Bangalore,10h 20m,1-stop,20:05,Mumbai,"7,422",0.0
477,GO FIRST,07:20,Bangalore,08h 15m,1-stop,15:35,Mumbai,"6,389",0.0
478,Vistara,12:55,Hyderabad,08h 00m,1-stop,20:55,Bangalore,"5,441",0.0
479,Air India,21:00,Bangalore,13h 10m,1-stop,10:10,Mumbai,"6,158",0.0
480,Vistara,07:30,Delhi,16h 00m,1-stop,23:30,Mumbai,"20,130",0.0
482,GO FIRST,09:00,Hyderabad,05h 35m,1-stop,14:35,Delhi,"6,198",0.0
483,Air India,18:50,Bangalore,18h 00m,1-stop,12:50,Mumbai,"6,191",0.0
484,Vistara,15:45,Mumbai,16h 55m,1-stop,08:40,Bangalore,"6,450",0.0
485,Vistara,15:30,Delhi,02h 10m,non-stop,17:40,Mumbai,"5,955",0.0
486,Air India,07:00,Delhi,11h 30m,1-stop,18:30,Bangalore,"4,230",0.0
487,GO FIRST,22:00,Bangalore,09h 40m,1-stop,07:40,Chennai,"4,687",0.0
488,GO FIRST,05:00,Chennai,13h 35m,1-stop,18:35,Delhi,"4,827",0.0
489,Vistara,18:25,Bangalore,14h 10m,1-stop,08:35,Delhi,"11,164",0.0
490,Vistara,20:35,Hyderabad,20h 25m,1-stop,17:00,Bangalore,"6,461",0.0
491,Air India,06:45,Bangalore,16h 55m,1-stop,23:40,Kolkata,"5,007",0.0
492,Air India,19:00,Bangalore,15h 55m,2+-stop,10:55,Chennai,"8,361",0.0
493,Air India,08:10,Delhi,26h 35m,1-stop,10:45,Bangalore,"9,840",0.0
494,Air India,12:50,Bangalore,08h 05m,1-stop,20:55,Delhi,"12,455",0.0
495,GO FIRST,16:45,Kolkata,07h 00m,1-stop,23:45,Delhi,"7,804",0.0
496,Vistara,12:10,Mumbai,04h 10m,1-stop,16:20,Delhi,"5,997",0.0
497,Air India,17:50,Delhi,13h 30m,1-stop,07:20,Chennai,"4,251",0.0
498,Vistara,21:05,Chennai,20h 35m,1-stop,17:40,Mumbai,"11,069",0.0
499,Indigo,20:30,Mumbai,01h 45m,non-stop,22:15,Bangalore,"5,103",0.0
500,GO FIRST,06:05,Mumbai,11h 55m,1-stop,18:00,Kolkata,"5,415",0.0
501,Air India,12:10,Delhi,02h 20m,non-stop,14:30,Kolkata,"5,955",0.0
503,GO FIRST,17:30,Kolkata,06h 40m,1-stop,00:10,Bangalore,"6,109",0.0
504,GO FIRST,14:00,Delhi,10h 10m,1-stop,00:10,Bangalore,"4,205",0.0
505,Vistara,19:40,Bangalore,12h 15m,1-stop,07:55,Mumbai,"6,568",0.0
506,GO FIRST,10:50,Delhi,07h 30m,1-stop,18:20,Mumbai,"10,087",0.0
507,Vistara,10:15,Kolkata,25h 35m,2+-stop,11:50,Chennai,"16,065",0.0
508,Indigo,12:45,Delhi,05h 50m,1-stop,18:35,Kolkata,"6,205",0.0
509,Indigo,18:45,Mumbai,05h 05m,1-stop,23:50,Chennai,"9,513",0.0
510,GO FIRST,21:00,Mumbai,01h 45m,non-stop,22:45,Bangalore,"5,102",0.0
511,GO FIRST,08:00,Delhi,08h 10m,1-stop,16:10,Bangalore,"4,020",0.0
512,Vistara,10:45,Chennai,11h 05m,1-stop,21:50,Mumbai,"8,233",0.0
513,Air India,14:55,Chennai,18h 15m,1-stop,09:10,Delhi,"3,916",0.0
514,Air India,09:55,Chennai,10h 10m,2+-stop,20:05,Bangalore,"8,408",0.0
515,GO FIRST,08:40,Delhi,06h 30m,1-stop,15:10,Bangalore,"6,581",0.0
516,Air India,21:15,Delhi,02h 40m,non-stop,23:55,Bangalore,"4,427",0.0
517,Vistara,08:00,Bangalore,14h 45m,1-stop,22:45,Chennai,"6,412",0.0
518,Vistara,15:55,Delhi,07h 35m,1-stop,23:30,Mumbai,"7,575",0.0
519,Air India,07:00,Kolkata,17h 10m,1-stop,00:10,Bangalore,"13,524",0.0
520,Vistara,18:30,Mumbai,15h 25m,1-stop,09:55,Chennai,"3,998",0.0
521,Vistara,10:25,Kolkata,10h 30m,2+-stop,20:55,Hyderabad,"7,572",0.0
522,Air India,14:30,Delhi,03h 30m,1-stop,18:00,Mumbai,"5,955",0.0
523,GO FIRST,14:30,Kolkata,07h 20m,1-stop,21:50,Mumbai,"5,790",0.0
524,Indigo,11:55,Kolkata,04h 40m,1-stop,16:35,Mumbai,"5,337",0.0
525,Indigo,03:20,Chennai,07h 40m,2+-stop,11:00,Kolkata,"2,412",0.0
526,GO FIRST,20:00,Bangalore,01h 50m,non-stop,21:50,Mumbai,"12,843",0.0
527,Air India,21:30,Mumbai,20h 05m,1-stop,17:35,Hyderabad,"8,063",0.0
528,Vistara,06:40,Bangalore,14h 15m,1-stop,20:55,Hyderabad,"5,322",0.0
529,Air India,21:00,Bangalore,13h 30m,1-stop,10:30,Hyderabad,"13,054",0.0
530,Indigo,05:50,Hyderabad,07h 50m,1-stop,13:40,Delhi,"6,133",0.0
531,Vistara,10:25,Kolkata,08h 50m,1-stop,19:15,Bangalore,"13,773",0.0
532,Air India,18:00,Delhi,14h 50m,1-stop,08:50,Kolkata,"6,120",0.0
533,Air India,21:15,Delhi,11h 20m,1-stop,08:35,Mumbai,"12,150",0.0
534,Air India,11:40,Kolkata,07h 00m,1-stop,18:40,Delhi,"7,076",0.0
535,Vistara,21:05,Chennai,11h 35m,1-stop,08:40,Bangalore,"12,304",0.0
536,GO FIRST,21:55,Bangalore,12h 15m,1-stop,10:10,Mumbai,"6,389",0.0
537,Vistara,21:55,Mumbai,19h 05m,1-stop,17:00,Hyderabad,"4,414",0.0
538,Vistara,07:30,Mumbai,02h 10m,non-stop,09:40,Delhi,"3,024",0.0
539,Vistara,21:00,Mumbai,02h 05m,non-stop,23:05,Chennai,"2,900",0.0
540,GO FIRST,06:00,Kolkata,11h 15m,1-stop,17:15,Mumbai,"5,888",0.0
541,Vistara,20:30,Chennai,11h 20m,1-stop,07:50,Hyderabad,"8,391",0.0
542,GO FIRST,09:10,Kolkata,12h 40m,1-stop,21:50,Mumbai,"7,958",0.0
543,Indigo,17:55,Delhi,05h 20m,1-stop,23:15,Mumbai,"5,849",0.0
544,Vistara,19:55,Bangalore,03h 05m,1-stop,23:00,Mumbai,"8,224",0.0
545,GO FIRST,05:00,Chennai,11h 10m,1-stop,16:10,Bangalore,"4,612",0.0
546,Indigo,14:30,Chennai,08h 40m,1-stop,23:10,Delhi,"4,071",0.0
547,Air India,15:30,Kolkata,20h 35m,1-stop,12:05,Bangalore,"7,053",0.0
548,Indigo,21:50,Delhi,10h 00m,1-stop,07:50,Bangalore,"4,007",0.0
549,Vistara,06:50,Hyderabad,13h 15m,1-stop,20:05,Mumbai,"10,248",0.0
550,Indigo,23:20,Kolkata,08h 25m,1-stop,07:45,Mumbai,"7,959",0.0
551,Indigo,14:20,Mumbai,01h 45m,non-stop,16:05,Bangalore,"5,103",0.0
552,Indigo,16:05,Hyderabad,03h 35m,1-stop,19:40,Mumbai,"11,441",0.0
553,Air India,19:00,Bangalore,08h 40m,1-stop,03:40,Delhi,"7,962",0.0
554,Vistara,13:20,Delhi,05h 00m,1-stop,18:20,Mumbai,"4,968",0.0
555,Vistara,10:25,Mumbai,08h 25m,1-stop,18:50,Bangalore,"11,129",0.0
556,Air India,18:00,Delhi,13h 15m,1-stop,07:15,Hyderabad,"4,209",0.0
557,Indigo,07:15,Delhi,02h 15m,non-stop,09:30,Kolkata,"5,955",0.0
558,GO FIRST,15:30,Hyderabad,02h 10m,non-stop,17:40,Delhi,"2,276",0.0
560,GO FIRST,07:20,Delhi,05h 10m,1-stop,12:30,Kolkata,"4,327",0.0
561,GO FIRST,14:20,Kolkata,07h 30m,1-stop,21:50,Hyderabad,"6,488",0.0
562,Vistara,09:05,Mumbai,12h 30m,1-stop,21:35,Delhi,"6,122",0.0
563,Indigo,16:00,Mumbai,06h 05m,1-stop,22:05,Chennai,"1,890",0.0
564,GO FIRST,12:30,Delhi,04h 40m,1-stop,17:10,Chennai,"2,968",0.0
565,Vistara,08:00,Bangalore,14h 55m,1-stop,22:55,Hyderabad,"6,133",0.0
566,Vistara,12:45,Bangalore,32h 10m,2+-stop,20:55,Hyderabad,"9,960",0.0
567,Air India,09:00,Mumbai,28h 00m,1-stop,13:00,Delhi,"3,843",0.0
568,Air India,06:00,Hyderabad,27h 15m,1-stop,09:15,Delhi,"4,593",0.0
569,Indigo,16:40,Chennai,06h 45m,1-stop,23:25,Hyderabad,"4,202",0.0
570,GO FIRST,09:25,Delhi,09h 00m,1-stop,18:25,Mumbai,"8,275",0.0
571,Air India,21:30,Mumbai,11h 30m,1-stop,09:00,Kolkata,"4,977",0.0
572,Air India,09:40,Kolkata,09h 40m,1-stop,19:20,Delhi,"5,810",0.0
573,Indigo,14:20,Delhi,04h 20m,1-stop,18:40,Kolkata,"3,754",0.0
574,Indigo,08:55,Kolkata,06h 55m,1-stop,15:50,Delhi,"7,177",0.0
575,Indigo,07:00,Delhi,07h 35m,1-stop,14:35,Mumbai,"2,463",0.0
576,Air India,09:50,Delhi,02h 50m,non-stop,12:40,Chennai,"2,658",0.0
577,Indigo,11:00,Delhi,07h 45m,1-stop,18:45,Bangalore,"9,735",0.0
578,Vistara,10:25,Kolkata,07h 20m,1-stop,17:45,Bangalore,"6,458",0.0
579,Vistara,12:50,Delhi,08h 05m,1-stop,20:55,Hyderabad,"9,840",0.0
580,Air India,06:20,Chennai,17h 25m,1-stop,23:45,Delhi,"3,916",0.0
581,Air India,17:50,Bangalore,17h 25m,1-stop,11:15,Mumbai,"6,158",0.0
582,Vistara,21:55,Mumbai,12h 00m,1-stop,09:55,Chennai,"3,998",0.0
583,GO FIRST,10:00,Bangalore,08h 35m,1-stop,18:35,Delhi,"4,028",0.0
584,Indigo,06:10,Bangalore,06h 05m,1-stop,12:15,Mumbai,"4,190",0.0
585,Indigo,07:05,Mumbai,02h 15m,non-stop,09:20,Delhi,"2,738",0.0
586,Indigo,06:15,Mumbai,07h 05m,1-stop,13:20,Kolkata,"10,851",0.0
587,Air India,14:55,Chennai,19h 50m,1-stop,10:45,Delhi,"4,914",0.0
588,Indigo,09:20,Bangalore,10h 30m,2+-stop,19:50,Kolkata,"13,988",0.0
589,Vistara,11:30,Bangalore,08h 45m,1-stop,20:15,Chennai,"12,377",0.0
590,Vistara,16:05,Delhi,02h 45m,non-stop,18:50,Bangalore,"4,501",0.0
591,Vistara,17:10,Delhi,24h 20m,1-stop,17:30,Hyderabad,"6,533",0.0
592,Indigo,14:45,Kolkata,06h 50m,1-stop,21:35,Delhi,"2,994",0.0
593,Air India,13:30,Kolkata,19h 25m,1-stop,08:55,Bangalore,"6,633",0.0
595,Air India,09:55,Chennai,30h 40m,2+-stop,16:35,Kolkata,"12,576",0.0
596,Indigo,07:20,Delhi,06h 50m,1-stop,14:10,Kolkata,"5,955",0.0
598,Vistara,21:55,Mumbai,21h 40m,1-stop,19:35,Kolkata,"5,949",0.0
599,Vistara,09:45,Chennai,01h 55m,non-stop,11:40,Mumbai,"2,960",0.0
600,Vistara,10:45,Mumbai,04h 55m,1-stop,15:40,Delhi,"5,232",0.0
601,Vistara,06:40,Bangalore,05h 35m,1-stop,12:15,Hyderabad,"5,322",0.0
602,Indigo,23:20,Kolkata,06h 35m,1-stop,05:55,Chennai,"3,269",0.0
603,Vistara,06:45,Mumbai,11h 20m,2+-stop,18:05,Kolkata,"8,519",0.0
604,Air India,17:00,Chennai,25h 15m,1-stop,18:15,Mumbai,"4,357",0.0
605,Vistara,18:25,Bangalore,01h 50m,non-stop,20:15,Mumbai,"2,150",0.0
606,Vistara,20:30,Chennai,13h 10m,1-stop,09:40,Kolkata,"11,069",0.0
607,Air India,19:00,Mumbai,25h 05m,1-stop,20:05,Kolkata,"12,007",0.0
608,Air India,09:55,Chennai,10h 05m,1-stop,20:00,Mumbai,"5,617",0.0
